,EKSPLA diode,Faraday,4-frame 56A,4-frame 56B,Return Rogowski ROGA,Return Rogowski ROGB,,
4870.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4871.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4872.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4873.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4874.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4875.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4876.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4877.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.044
4878.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.044
4879.2,2.562,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
4880.2,2.562,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
4881.2,2.562,-0.053,-0.062,-0.25,-0.094,-0.094,0,-0.012
4882.2,2.562,-0.053,-0.062,-0.25,-0.094,-0.094,0,-0.012
4883.2,2.562,-0.053,-0.062,-0.25,-0.094,-0.094,0,-0.012
4884.2,2.5,-0.053,-0.062,-0.062,-0.094,-0.094,0,-0.012
4885.2,2.437,-0.053,-0.062,-0.062,-0.094,-0.094,0,-0.012
4886.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4887.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4888.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.044
4889.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,0.019
4890.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4891.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4892.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4893.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4894.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4895.2,2.562,-0.053,-0.25,-0.25,-0.094,-0.094,0.016,-0.012
4896.2,2.562,-0.053,-0.25,-0.25,-0.094,-0.094,0.016,-0.012
4897.2,2.562,-0.053,-0.25,-0.25,-0.094,-0.094,0.016,-0.012
4898.2,2.562,-0.053,-0.25,-0.25,-0.094,-0.094,0.016,-0.012
4899.2,2.562,-0.053,-0.25,-0.25,-0.094,-0.094,0.016,-0.012
4900.2,2.562,-0.053,-0.25,-0.25,-0.094,-0.094,0.016,-0.012
4901.2,2.562,-0.053,-0.25,-0.25,-0.094,-0.094,0.016,-0.012
4902.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4903.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4904.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4905.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4906.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.044
4907.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4908.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4909.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4910.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.044
4911.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4912.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4913.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4914.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4915.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4916.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4917.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4918.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4919.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4920.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4921.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4922.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4923.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,0.019
4924.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.044
4925.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4926.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4927.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4928.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4929.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.047,0.031,-0.012
4930.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4931.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4932.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4933.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4934.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4935.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4936.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4937.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4938.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4939.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4940.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4941.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4942.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4943.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4944.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4945.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,-0.012
4946.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4947.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4948.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4949.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4950.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4951.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4952.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4953.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4954.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4955.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4956.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4957.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4958.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4959.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4960.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4961.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4962.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4963.2,2.562,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
4964.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4965.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4966.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4967.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4968.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.044
4969.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,0.019
4970.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4971.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4972.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4973.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
4974.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4975.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4976.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4977.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4978.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4979.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4980.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4981.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4982.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4983.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4984.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4985.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4986.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4987.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
4988.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
4989.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,0.019
4990.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.044
4991.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4992.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4993.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4994.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4995.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4996.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4997.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4998.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
4999.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5000.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5001.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5002.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5003.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5004.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5005.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5006.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5007.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5008.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5009.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5010.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5011.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5012.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5013.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5014.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5015.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5016.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5017.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5018.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5019.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5020.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5021.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5022.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5023.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5024.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5025.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5026.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5027.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
5028.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
5029.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5030.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5031.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5032.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5033.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5034.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5035.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5036.2,2.812,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5037.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5038.2,2.312,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5039.2,2.625,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5040.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5041.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5042.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5043.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5044.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5045.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5046.2,2.562,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5047.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5048.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5049.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5050.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5051.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5052.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5053.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5054.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5055.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5056.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5057.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5058.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5059.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5060.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5061.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5062.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5063.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5064.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5065.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5066.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5067.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5068.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5069.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,0.019
5070.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.044
5071.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5072.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5073.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5074.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5075.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5076.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5077.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5078.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5079.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5080.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5081.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5082.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.047,-0.012
5083.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5084.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5085.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5086.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5087.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5088.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5089.2,2.5,-0.053,-0.25,-0.25,-0.094,-0.094,-0.031,-0.012
5090.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5091.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5092.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5093.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5094.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5095.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5096.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5097.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5098.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5099.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5100.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5101.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5102.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5103.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5104.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5105.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5106.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5107.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5108.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.031,-0.012
5109.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5110.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5111.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5112.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5113.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5114.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
5115.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
5116.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
5117.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
5118.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5119.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5120.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5121.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5122.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5123.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5124.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5125.2,2.437,-0.053,-0.062,-0.062,-0.094,-0.094,-0.016,-0.012
5126.2,2.437,-0.053,-0.062,-0.062,-0.094,-0.094,-0.016,-0.012
5127.2,2.437,-0.053,-0.062,-0.062,-0.094,-0.094,-0.016,-0.012
5128.2,2.437,-0.053,-0.062,-0.062,-0.094,-0.094,-0.016,-0.044
5129.2,2.437,-0.053,-0.062,-0.062,-0.094,-0.094,-0.016,0.019
5130.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5131.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5132.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5133.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5134.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5135.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
5136.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
5137.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
5138.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5139.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5140.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5141.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5142.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5143.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5144.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5145.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5146.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5147.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5148.2,2.437,-0.006,-0.25,-0.062,-0.094,-0.094,0,-0.012
5149.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5150.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5151.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
5152.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
5153.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
5154.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
5155.2,2.437,-0.1,-0.25,-0.062,-0.094,-0.094,0,-0.012
5156.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5157.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5158.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5159.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5160.2,2.437,-0.006,-0.25,-0.062,-0.094,-0.094,0,-0.012
5161.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5162.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5163.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
5164.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
5165.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
5166.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5167.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5168.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5169.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,0.019
5170.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.044
5171.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5172.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5173.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5174.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
5175.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5176.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5177.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5178.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5179.2,2.062,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5180.2,2.375,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5181.2,2.687,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5182.2,2.312,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.044
5183.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5184.2,2.5,-0.006,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5185.2,2.375,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5186.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5187.2,2.437,-0.053,-0.25,-0.25,-0.094,-0.094,0.016,-0.012
5188.2,2.5,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5189.2,2.375,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5190.2,2.375,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5191.2,2.375,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5192.2,2.312,-0.006,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
5193.2,2.375,-0.053,-0.25,-0.062,-0.094,-0.094,0.031,0.019
5194.2,2.437,-0.053,-0.25,-0.062,-0.094,-0.094,0.016,-0.044
